,title,address,price,price_m2,area_m2,rooms,floor,outdoors,parking,market,build_yr,building_type,elevator,heating_type
88,Gustownie wykończone w bardzo dobrym standardzie,"Gdynia, Chwarzno-Wiczlino, Augustyna Krauzego",799 000 zł,9 184 zł/m²,87,4,"Piętro
4/4",taras,garaż/miejsce parkingowe,wtórny,brak,apartamentowiec,tak,zapytaj
89,2-pokojowe mieszkanie 44m2 + balkon,"ul. Cypriana Kamila Norwida, Gdynia, pomorskie",Zapytaj o cenę,,"44,92",2,"Piętro
1/2",balkon,garaż/miejsce parkingowe,-1,-1,-1,-1,zapytaj
90,Gdynia Pogórze 2 Pokoje Do Wprowadzenia,"Gdynia, Pogórze",454 000 zł,10 600 zł/m²,"42,83",2,"Piętro
2/4",balkon,garaż/miejsce parkingowe,wtórny,2015,blok,tak,miejskie
91,4 słoneczne pokoje z przestronnym tarasem,"Gdynia, Chwarzno-Wiczlino, Stanisława Filipkowskiego",880 000 zł,11 000 zł/m²,80,4,"Piętro
3/3",taras,garaż/miejsce parkingowe,wtórny,2014,blok,tak,zapytaj
92,"Komfortowe, hala garażowa, nad morzem","Gdynia, Śródmieście, Stefana Żeromskiego",1 260 000 zł,17 627 zł/m²,"71,48",3,"Piętro
1/4",balkon,garaż/miejsce parkingowe,wtórny,2020,apartamentowiec,tak,zapytaj
93,Atrakcyjne 3 pokojowe mieszkanie Gdynia Leszczynki,"Gdynia, Leszczynki, Młyńska",540 000 zł,10 000 zł/m²,54,3,"Piętro
3/4",balkon,garaż/miejsce parkingowe,wtórny,1986,brak,nie,zapytaj
94,Mieszkanie z widokiem 3 pokojowe centrum Gdynia,"Gdynia, Wzgórze Św. Maksymiliana, ul. Partyzantów",820 000 zł,21 354 zł/m²,"38,4",3,"Piętro
8/10",balkon,zapytaj,wtórny,1960,blok,tak,miejskie
95,"Oferta bezpośrednia, mieszkanie 3 pokojowe, Morska","ul. Morska, Gdynia, pomorskie",455 000 zł,7 818 zł/m²,"58,2",3,"Piętro
4/4",zapytaj,zapytaj,wtórny,brak,kamienica,nie,miejskie
96,Apartament Premium Gdynia Wzgórze Bernardowo,"Gdynia, Mały Kack",2 200 000 zł,16 176 zł/m²,136,5,"Piętro
2",balkon,zapytaj,wtórny,brak,apartamentowiec,nie,zapytaj
97,Apartamenty Norwida,"Gdynia, Wzgórze Św. Maksymiliana",1 769 254 zł,22 900 zł/m²,"77,26",3,"Piętro
3/6",balkon,zapytaj,pierwotny,2022,apartamentowiec,tak,miejskie
98,Nowe 3-pokojowe mieszkanie- Gdynia Chwarzno,"Gdynia, Chwarzno-Wiczlino, Chwarzno",839 000 zł,12 124 zł/m²,"69,2",3,"Piętro
3/3",zapytaj,garaż/miejsce parkingowe,wtórny,2020,brak,nie,zapytaj
99,Najatńsze 4-pok. Gotowy budynek. Miejsce w cenie,"Gdynia, Oksywie, Zielona",485 345 zł,8 089 zł/m²,60,4,"Piętro
1/3","balkon, ogródek, taras",garaż/miejsce parkingowe,pierwotny,2022,apartamentowiec,nie,zapytaj
100,"2-pokojowe mieszkanie w nowym budownictwie, hala","Gdynia, Wielki Kack",499 000 zł,12 475 zł/m²,40,2,"Piętro
zapytaj",zapytaj,zapytaj,wtórny,2015,brak,nie,zapytaj
101,Kawalerka w Gdyni - okazja inwestycyjna!,"Gdynia, Obłuże",259 000 zł,7 667 zł/m²,"33,78",1,"Piętro
1/3",zapytaj,garaż/miejsce parkingowe,wtórny,1960,blok,nie,elektryczne
102,"Mieszkanie w Gdyni, 3 pokoje","Morska, Gdynia, pomorskie",949 900 zł,11 815 zł/m²,"80,4",3,"Piętro
2/4",balkon,garaż/miejsce parkingowe,wtórny,brak,kamienica,nie,gazowe
103,3 pokoje Patio Róży w pełni wyposażone !,"Gdynia, Chwarzno-Wiczlino, gen. Mariusza Zaruskiego",699 000 zł,10 625 zł/m²,"65,79",3,"Piętro
1/3",balkon,garaż/miejsce parkingowe,wtórny,2012,brak,tak,miejskie
104,3M w Gdyni z ogrodem gotowe do zamieszkania,"Gdynia, Obłuże, ul. Jantarowa",585 000 zł,9 983 zł/m²,"58,6",3,"Piętro
parter/7","ogródek, taras",zapytaj,wtórny,2011,blok,tak,miejskie
105,"Nowe 3-pok. na Osiedlu Cis, m. w hali, ogródek!","Gdynia, Cisowa",627 000 zł,11 737 zł/m²,"53,42",3,"Piętro
parter/5",ogródek,garaż/miejsce parkingowe,wtórny,2021,blok,tak,miejskie
106,Nowy apartament inwestycyjny,"ul. Kazimierza Górskiego, Gdynia, pomorskie","572 834,66 zł",12 129 zł/m²,"47,23",2,"Piętro
5/16",zapytaj,zapytaj,pierwotny,2021,apartamentowiec,tak,miejskie
107,"Duże, 2 pokojowe mieszkanie z balkonem!","Gdynia, Redłowo, Bohaterów Starówki Warszawskiej",620 000 zł,12 029 zł/m²,"51,54",2,"Piętro
1/4",balkon,garaż/miejsce parkingowe,wtórny,brak,brak,nie,zapytaj
108,Dwupoziomowe mieszkanie 91 m2 - bez pośrednika,"Gdynia, Chwarzno-Wiczlino, ul. Franciszka Sokoła",990 000 zł,10 882 zł/m²,"90,98",3,"Piętro
1/2",taras,zapytaj,wtórny,1999,brak,nie,kotłownia
109,3-pokojowe mieszkanie 74m2 + ogródek Bez Prowizji,"ul. Cypriana Kamila Norwida, Gdynia, pomorskie",Zapytaj o cenę,,"74,58",3,"Piętro
parter/2","taras, ogródek",garaż/miejsce parkingowe,-1,-1,-1,-1,zapytaj
110,3-pokojowe mieszkanie 61m2 + balkon Bezpośrednio,"ul. Cypriana Kamila Norwida, Gdynia, pomorskie",Zapytaj o cenę,,"61,76",3,"Piętro
1/2",balkon,garaż/miejsce parkingowe,-1,-1,-1,-1,zapytaj
111,Piękny apartament przy Skwerze Kościuszki!,"Gdynia, Śródmieście, Kazimierza Pułaskiego",1 599 000 zł,16 656 zł/m²,96,5,"Piętro
parter/3",zapytaj,zapytaj,wtórny,brak,kamienica,nie,gazowe
112,4-pokojowe mieszkanie 125m2 + 2 balkony,"ul. Cypriana Kamila Norwida, Gdynia, pomorskie",Zapytaj o cenę,,"125,31",4,"Piętro
2/2",balkon,garaż/miejsce parkingowe,-1,-1,-1,-1,zapytaj
113,Gdynia Śródmieście 2 pokoje - blisko morza !!!,"Gdynia, Śródmieście",495 000 zł,11 458 zł/m²,"43,2",2,"Piętro
3/4",balkon,zapytaj,wtórny,brak,blok,nie,miejskie
114,Mieszkanie z widokiem na Hel i port,"Gdynia, Grabówek",499 000 zł,9 239 zł/m²,"54,01",3,"Piętro
4/4",balkon,zapytaj,wtórny,1970,blok,nie,miejskie
115,"Mieszkanie jako lokata kapitału (8,11% rentowność)","Gdynia, Leszczynki, ul. Stefana Ramułta",439 000 zł,9 756 zł/m²,45,3,"Piętro
2/4",zapytaj,zapytaj,wtórny,brak,kamienica,nie,miejskie
116,2-pok.mieszkanie w Avanport,"Gdynia, Śródmieście, Stefana Żeromskiego",890 000 zł,19 778 zł/m²,45,2,"Piętro
2/6",balkon,garaż/miejsce parkingowe,wtórny,2020,apartamentowiec,tak,miejskie
117,Nowoczesne Mieszaknie 3 Pokojowe - Okazja!!!,"Gdynia, Pogórze, Staszica",540 000 zł,10 189 zł/m²,53,3,"Piętro
3/3",balkon,garaż/miejsce parkingowe,wtórny,2014,apartamentowiec,nie,miejskie
118,"Mieszkanie 4-pokojowe, ul, Abrahama","Gdynia, Śródmieście, Centrum, ul. Antoniego Abrahama",2 950 000 zł,25 652 zł/m²,115,4,"Piętro
1/5",balkon,garaż/miejsce parkingowe,wtórny,2016,kamienica,tak,miejskie
119,3-pokojowe mieszkanie po remoncie na Grabówku,"Gdynia, Grabówek, Stefana Ramułta",439 000 zł,9 756 zł/m²,45,2,"Piętro
2/8",zapytaj,garaż/miejsce parkingowe,wtórny,brak,kamienica,nie,miejskie
120,Sprzedam mieszkanie Gdynia Redłowo,"Gdynia, Redłowo, ul. gen. Józefa Hallera",1 643 000 zł,15 500 zł/m²,106,3,"Piętro
1/2","balkon, ogródek, taras",garaż/miejsce parkingowe,wtórny,1936,kamienica,nie,gazowe
121,"Osiedla Zamek, 3 pokoje, Gdynia Pustki Cisowskie","Gdynia, Pustki Cisowskie-Demptowo, Pustki Cisowskie, Chabrowa",675 000 zł,10 170 zł/m²,"66,37",3,"Piętro
parter/4","balkon, taras",garaż/miejsce parkingowe,wtórny,1995,brak,nie,zapytaj
122,Piękne 3 pok mieszkanie po generalnym remoncie.,"Gdynia, Cisowa, ul. Chylońska",463 000 zł,9 646 zł/m²,48,3,"Piętro
3/4",balkon,zapytaj,wtórny,1979,blok,nie,miejskie
123,"Mieszkanie, 37 m², Gdynia","Gdynia, Śródmieście",469 900 zł,12 700 zł/m²,37,2,"Piętro
3/4",zapytaj,garaż/miejsce parkingowe,wtórny,brak,blok,nie,miejskie
124,Dwupokojowe mieszkanie w ścisłym centrum Gdyni,"Gdynia, Śródmieście, Centrum, ul. Hieronima Derdowskiego",864 000 zł,18 989 zł/m²,"45,5",2,"Piętro
3/5",balkon,garaż/miejsce parkingowe,wtórny,1960,kamienica,nie,miejskie
125,Mały Kack 2 pokoje zamknięte osiedle !,"Gdynia, Mały Kack",433 000 zł,11 189 zł/m²,"38,7",2,"Piętro
1/2","balkon, taras",garaż/miejsce parkingowe,wtórny,2022,brak,nie,zapytaj
126,M1 - dwupokojowe mieszkanie z ogrodem,"Gdynia, Leszczynki, ul. Kaspra Geskiego",399 015 zł,11 420 zł/m²,"34,94",2,"Piętro
parter/3","ogródek, taras",garaż/miejsce parkingowe,pierwotny,2022,blok,tak,miejskie
127,"2 pokoje, kameralna inwestycja, M3B","Gdynia, Mały Kack, ul. Olgierda",485 362 zł,12 919 zł/m²,"37,57",2,"Piętro
2/3",zapytaj,garaż/miejsce parkingowe,pierwotny,2022,blok,nie,gazowe
128,Nowoczesne Mieszkanie Solano | M76,"ul. Strzelców, Gdynia, pomorskie",Zapytaj o cenę,,"67,72",3,"Piętro
3",balkon,garaż/miejsce parkingowe,pierwotny,2024,brak,tak,zapytaj
129,"2 pokoje 1 piętro, balkon na Dąbrowie.","Gdynia, Dąbrowa",445 000 zł,10 349 zł/m²,43,2,"Piętro
1/3",balkon,zapytaj,wtórny,2007,blok,nie,miejskie
130,2 pokoje Fikakowo do wprowadzenia! Garaż!,"Gdynia, Wielki Kack",449 000 zł,9 354 zł/m²,48,2,"Piętro
3/3",balkon,garaż/miejsce parkingowe,wtórny,1995,blok,nie,miejskie
131,"Fantastyczny widok, 3 pokoje, wykończone.","Gdynia, Leszczynki, Stefana Ramułta",469 000 zł,8 911 zł/m²,"52,63",3,"Piętro
10/11",balkon,zapytaj,wtórny,1980,blok,tak,miejskie
132,-1,-1,-1,8 760 zł/m²,"61,07",3,"Piętro
1/4",balkon,zapytaj,wtórny,1987,blok,nie,miejskie
133,"4 pokoje, Dla rodziny, 2 piętro","Gdynia, Dąbrowa, Kolendrowa",609 000 zł,8 219 zł/m²,"74,1",4,"Piętro
2/4",balkon,garaż/miejsce parkingowe,wtórny,1990,blok,nie,miejskie
134,Piękne 4 pokoje blisko SKM i lasu | obłędny widok,"Gdynia, Cisowa, ul. Zbożowa",608 000 zł,9 806 zł/m²,62,4,"Piętro
> 10/11",balkon,garaż/miejsce parkingowe,wtórny,1985,blok,tak,miejskie
135,3- pokojowy apartament na osiedlu Bernadowo Park,"Gdynia, Mały Kack, Bernadowo Park",890 000 zł,14 355 zł/m²,62,3,"Piętro
parter/4",taras,garaż/miejsce parkingowe,wtórny,2018,apartamentowiec,tak,gazowe
136,"Plaża, Bulwar Nadmorski 800m","Gdynia, Kamienna Góra",1 088 000 zł,32 000 zł/m²,34,2,"Piętro
2/5",zapytaj,garaż/miejsce parkingowe,wtórny,2018,apartamentowiec,tak,miejskie
137,3 pokojowe mieszkanie po generalnym remoncie!,"Gdynia, Chylonia, Chylońska",459 000 zł,9 563 zł/m²,48,3,"Piętro
3/4",balkon,garaż/miejsce parkingowe,wtórny,brak,blok,nie,miejskie
138,Eleganckie 3 pokojowe z przestronną loggią,"Gdynia, Dąbrowa, Gorczycowa",729 000 zł,9 720 zł/m²,75,3,"Piętro
2/3",zapytaj,garaż/miejsce parkingowe,wtórny,2006,blok,nie,inne
139,Dwupokojowe mieszkanie w Gdyni Orłowo,"Gdynia, Orłowo",479 000 zł,13 123 zł/m²,"36,5",2,"Piętro
parter/1",ogródek,garaż/miejsce parkingowe,wtórny,1936,kamienica,nie,gazowe
140,Wyjątkowa Lokalizacja I Nad Morzem I Wyposażone,"Gdynia, Babie Doły, ul. Ikara",499 000 zł,10 617 zł/m²,47,2,"Piętro
3/3",balkon,zapytaj,wtórny,brak,blok,nie,miejskie
141,Apartament w Gdyni Wielki Kack,"Gdynia, Wielki Kack, ul. Nowodworcowa",379 000 zł,9 444 zł/m²,"40,13",2,"Piętro
2/3",balkon,garaż/miejsce parkingowe,pierwotny,2024,apartamentowiec,tak,gazowe
142,mieszanie 134m2 w Zabudowie Bliźniaczej -Gdynia,"Gdynia, Chwarzno-Wiczlino, Wiczlino, ul. Jachtowa",699 000 zł,5 197 zł/m²,"134,5",4,"Piętro
1/2","balkon, ogródek",garaż/miejsce parkingowe,pierwotny,2023,szeregowiec,nie,gazowe
143,Stan Deweloperski | Cicha Okolica | Widok Na Port,"Gdynia, Obłuże",375 000 zł,11 367 zł/m²,"32,99",2,"Piętro
2/3",balkon,garaż/miejsce parkingowe,wtórny,2021,blok,nie,gazowe
144,2 pokoje blisko centrum,"Gdynia, Witomino, Niska",577 700 zł,10 900 zł/m²,53,2,"Piętro
10/13",zapytaj,zapytaj,wtórny,2002,apartamentowiec,tak,zapytaj
145,Invest Komfort - mieszkanie z garażem i piwnicą,"Gdynia, Obłuże, ul. Karpińskiego",545 000 zł,10 900 zł/m²,50,2,"Piętro
1/4",taras,garaż/miejsce parkingowe,wtórny,brak,blok,tak,miejskie
146,Duży Przestronny Loft na sprzedaż !,"Gdynia, Chwarzno-Wiczlino, ul. Stanisława Filipkowskiego",1 150 000 zł,10 088 zł/m²,114,4,"Piętro
3/3","balkon, taras",zapytaj,wtórny,brak,blok,nie,miejskie
147,BEZPOŚREDNIO !!!! Okazja !!!!,"Gdynia, Wzgórze Św. Maksymiliana, ul. Kazimierza Górskiego",597 000 zł,12 702 zł/m²,47,2,"Piętro
5/17","balkon, taras",zapytaj,wtórny,2021,apartamentowiec,tak,miejskie
148,"Apartamenty Familia Etap II, 4 pokoje, Mały Ka","Gdynia, Mały Kack, ul. Kowieńska 15",1 019 000 zł,11 918 zł/m²,"85,5",4,"Piętro
1/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,apartamentowiec,tak,kotłownia
149,Możliwość 2 pokoi * balkon * parking * od zaraz,"Gdynia, Witomino",315 000 zł,9 431 zł/m²,"33,4",2,"Piętro
2/10",balkon,zapytaj,wtórny,1970,blok,tak,miejskie
150,M5 - dwupokojowe mieszkanie z balkonem,"Gdynia, Leszczynki, ul. Kaspra Geskiego",390 629 zł,11 180 zł/m²,"34,94",2,"Piętro
1/3",balkon,garaż/miejsce parkingowe,pierwotny,2022,blok,tak,miejskie
151,"2 pok. mieszkanie, 900 M do morza, Gdynia","Gdynia, Wzgórze Św. Maksymiliana, Żołnierzy Dywizji Kościuszkowskiej",721 680 zł,15 500 zł/m²,"46,56",2,"Piętro
1/3",zapytaj,zapytaj,wtórny,2022,brak,nie,zapytaj
152,Jasne 3 pokoje Gdynia Orłowo parking blisko plaża,"Gdynia, Orłowo",585 000 zł,11 584 zł/m²,"50,5",3,"Piętro
3/3",ogródek,garaż/miejsce parkingowe,wtórny,1961,blok,nie,miejskie
153,3pokoje Gdynia Kamienna Góra Prestiżowa kamienica,"Gdynia, Kamienna Góra",819 000 zł,16 714 zł/m²,49,3,"Piętro
2/4",zapytaj,garaż/miejsce parkingowe,wtórny,1950,kamienica,nie,miejskie
154,Spokojna Okolica | Parking | 2 Balkony,"Gdynia, Wzgórze Św. Maksymiliana",799 000 zł,12 273 zł/m²,"65,1",3,"Piętro
2/3",balkon,zapytaj,wtórny,1977,blok,nie,miejskie
155,Blisko Morza | Ścisłe Centrum | Inwestycja,"Gdynia, Śródmieście",799 000 zł,12 784 zł/m²,"62,5",3,"Piętro
1/5",balkon,zapytaj,wtórny,1962,kamienica,nie,miejskie
156,"Mieszkanie 2 pokojowe w Gdyni Witomino , balkon","Gdynia, Witomino, Witomino-Radiostacja, ul. Konwaliowa",386 000 zł,10 212 zł/m²,"37,8",2,"Piętro
7/10",balkon,zapytaj,wtórny,1970,blok,tak,miejskie
157,Sprzedam 3 pok. mieszkanie. Nowoczesne i rodzinne.,"Gdynia, Chylonia, ul. Morska",485 000 zł,8 981 zł/m²,54,3,"Piętro
9/10",balkon,zapytaj,wtórny,1975,blok,tak,miejskie
158,Gotowa inwestycja>2 km do morza>10 min do centrum,"Gdynia, Oksywie, Nasypowa",470 400 zł,9 872 zł/m²,"47,65",3,"Piętro
1/3",balkon,garaż/miejsce parkingowe,pierwotny,2021,brak,tak,zapytaj
159,"Shiraz Park, Pogórze, Gdynia, 3 pokoje, sprzedam","Gdynia, Pogórze, Stefana Czarnieckiego",624 000 zł,9 659 zł/m²,"64,6",3,"Piętro
2/2",balkon,garaż/miejsce parkingowe,wtórny,2010,brak,tak,miejskie
160,Tylko u nas-okazja inwestycyjna 3 pokoje Grabówek!,"Gdynia, Grabówek, ul. Stefana Okrzei",499 000 zł,7 110 zł/m²,"70,18",3,"Piętro
3/3",balkon,garaż/miejsce parkingowe,wtórny,brak,blok,nie,miejskie
161,3POKOJOWE ul.Chylońska_Pełna własność,"Gdynia, Chylonia, ul. Chylońska 51",450 000 zł,8 555 zł/m²,"52,6",3,"Piętro
3/11",balkon,zapytaj,wtórny,1980,blok,tak,miejskie
162,2 pokoje | Nowe Budownictwo | Horyzonty Gdyni,"Gdynia, Grabówek",489 000 zł,11 869 zł/m²,"41,2",2,"Piętro
1/5",balkon,garaż/miejsce parkingowe,wtórny,2012,blok,nie,miejskie
163,Gdynia Chwarzno-Wiczlino 68m2,"Gdynia, Chwarzno-Wiczlino, ul. Władysława Kańskiego",685 000 zł,10 074 zł/m²,68,3,"Piętro
1/3",balkon,garaż/miejsce parkingowe,wtórny,2005,apartamentowiec,nie,miejskie
164,Dwupokojowe mieszkanie z widokiem na zatokę.,"Gdynia, Śródmieście, Węglowa",1 390 000 zł,34 069 zł/m²,"40,8",2,"Piętro
> 10/17",zapytaj,zapytaj,wtórny,2020,brak,nie,zapytaj
165,przytulna kawalerka w centrum Gdyni,"Gdynia, Śródmieście, Stefana Batorego",370 000 zł,19 968 zł/m²,"18,53",1,"Piętro
5/5",zapytaj,zapytaj,wtórny,1970,blok,tak,miejskie
166,Mieszkanie w pięknym miejscu Redłowa,"Gdynia, Redłowo, Boh. Starówki Warszawskiej",620 000 zł,11 923 zł/m²,52,2,"Piętro
1/4","balkon, ogródek",garaż/miejsce parkingowe,wtórny,1970,blok,nie,miejskie
167,"Śródmieście 26,4 m2 I luksusowa część Gdyni","Gdynia, Śródmieście",514 855 zł,19 495 zł/m²,"26,41",1,"Piętro
2/4",balkon,zapytaj,pierwotny,2023,blok,nie,zapytaj
168,Śródmieście 53 m2 I zielony południowy ogród 79 m2,"Gdynia, Śródmieście",999 350 zł,18 863 zł/m²,"52,98",3,"Piętro
parter/4","ogródek, taras",garaż/miejsce parkingowe,pierwotny,2023,blok,nie,zapytaj
169,"Witomino 3 pokoje, pod lasem, blisko centrum","Gdynia, Witomino, Nauczycielska",499 000 zł,9 523 zł/m²,"52,4",3,"Piętro
3/4",balkon,zapytaj,wtórny,1980,blok,nie,miejskie
170,Przestronne mieszkanie blisko lasu,"Zwinisławy, Gdynia, pomorskie",699 000 zł,8 214 zł/m²,"85,1",3,"Piętro
3/3",balkon,garaż/miejsce parkingowe,wtórny,brak,brak,nie,zapytaj
171,Wyjątkowy apartament w Redłowie - 160 m2!,"Gdynia, Redłowo, Janusza Korczaka",1 399 000 zł,8 689 zł/m²,161,3,"Piętro
parter/4",taras,zapytaj,wtórny,1995,blok,tak,miejskie
172,3 Pokoje | Miejsce Postojowe | Kom. Lokatorska,"Gdynia, Oksywie, Bosmańska",649 000 zł,11 039 zł/m²,"58,79",3,"Piętro
1/3",balkon,garaż/miejsce parkingowe,wtórny,2022,blok,tak,inne
173,3 pokojowe mieszkanie na osiedlu Chwarzno Polanki,"Gdynia, Chwarzno-Wiczlino, Władysława Grabowskiego",870 000 zł,12 985 zł/m²,67,3,"Piętro
2/3",balkon,garaż/miejsce parkingowe,wtórny,2020,blok,tak,inne
174,Mieszkanie dla rodziny! Bezczynszowe!,"Gdynia, Dąbrowa, Lubczykowa",750 000 zł,6 221 zł/m²,"120,55",4,"Piętro
1/4","balkon, ogródek, taras",garaż/miejsce parkingowe,wtórny,1998,dom,nie,gazowe
175,Portova kawalerka 200 M od morza,"Gdynia, Śródmieście, Węglowa",1 000 000 zł,25 641 zł/m²,39,1,"Piętro
2/17",balkon,garaż/miejsce parkingowe,wtórny,2020,apartamentowiec,tak,miejskie
176,3-pokoje po generalnym remoncie. Gotowe do odbioru,"Gdynia, Obłuże",519 000 zł,9 792 zł/m²,53,3,"Piętro
3/11",balkon,zapytaj,wtórny,1977,blok,tak,miejskie
177,Kawalerka z widokiem na morze,"Gdynia, Wzgórze Św. Maksymiliana",355 000 zł,13 371 zł/m²,"26,55",1,"Piętro
7/7",zapytaj,zapytaj,wtórny,brak,blok,tak,miejskie
178,"Mieszkanie w Orłowie, okna NIE od al. Zwycięstwa","Gdynia, Orłowo, al. Zwycięstwa",1 299 000 zł,14 761 zł/m²,88,4,"Piętro
1/3",balkon,garaż/miejsce parkingowe,wtórny,1996,blok,nie,zapytaj
179,Świetne mieszkanie w ścisłym centrum Gdyni.,"Gdynia, Wzgórze Św. Maksymiliana, Partyzantów",785 000 zł,12 096 zł/m²,"64,9",2,"Piętro
1/4",balkon,zapytaj,wtórny,1930,brak,nie,zapytaj
180,Apartament 3/4 pokoje Gdynia Orłowo,"Gdynia, Orłowo, ul. Wrocławska 41",999 271 zł,13 900 zł/m²,"71,89",4,"Piętro
1/3","balkon, ogródek, taras",garaż/miejsce parkingowe,pierwotny,2022,kamienica,tak,zapytaj
181,"Apartamenty 3, 4 i 5 -cio pokojowe","Gdynia, Orłowo, ul. Wrocławska 41",1 330 931 zł,13 300 zł/m²,"100,07",4,"Piętro
2/3","balkon, ogródek, taras",garaż/miejsce parkingowe,pierwotny,2022,kamienica,tak,kotłownia
182,Słoneczne mieszkanie 3 pokojowe - Gdynia Karwiny,"Gdynia, Karwiny",588 000 zł,9 639 zł/m²,61,3,"Piętro
4/4",balkon,zapytaj,wtórny,1980,blok,nie,miejskie
183,"Piękne, dwustronne mieszkanie z ogródkiem","Gdynia, pomorskie",535 770 zł,9 062 zł/m²,"59,12",4,"Piętro
parter/4",ogródek,zapytaj,pierwotny,2021,brak,nie,zapytaj
184,Komfortowe mieszkanie w Gdyni,"Stoigniewa, Gdynia, pomorskie",549 000 zł,9 885 zł/m²,"55,54",3,"Piętro
4/4",balkon,zapytaj,wtórny,2003,brak,nie,zapytaj
185,Mieszkanie - Gdynia Oksywie,"Gdynia, Oksywie",359 000 zł,7 923 zł/m²,"45,31",3,"Piętro
parter/4",zapytaj,zapytaj,wtórny,1977,blok,nie,miejskie
186,Mały Kack 41m2 po remoncie !,"Gdynia, Mały Kack, Parkowa",530 000 zł,13 217 zł/m²,"40,1",2,"Piętro
1/2",zapytaj,zapytaj,wtórny,brak,brak,nie,zapytaj
187,Efektowny apartament 4pokojowy w Gdyni Wielki Kack,"Gdynia, Wielki Kack",1 589 000 zł,12 646 zł/m²,"125,65",4,"Piętro
3/3",balkon,garaż/miejsce parkingowe,wtórny,2008,blok,tak,miejskie
188,"Elegancki,4 pok apartament z tarasem,Ogrody Tesoro","Gdynia, Pogórze, ul. Aragońska",930 000 zł,11 496 zł/m²,"80,9",4,"Piętro
1/1","balkon, taras",garaż/miejsce parkingowe,wtórny,2021,brak,nie,gazowe
189,Mieszkanie w centrum Gdyni PO GENERALNYM REMONCIE,"Gdynia, Śródmieście, Centrum, ul. Antoniego Abrahama",689 000 zł,18 622 zł/m²,37,2,"Piętro
4/4",balkon,zapytaj,wtórny,brak,kamienica,nie,miejskie
190,2 pokoje + garderoba Gdynia Pustki Cisowskie,"Gdynia, Pustki Cisowskie-Demptowo, Pustki Cisowskie, ul. Modrzewiowa 2",489 000 zł,10 451 zł/m²,"46,79",2,"Piętro
2/6",balkon,garaż/miejsce parkingowe,wtórny,2005,blok,tak,miejskie
191,Bezczynszowe z ogródkiem w doskonałej lokalizacji,"Gdynia, Mały Kack",649 000 zł,10 364 zł/m²,"62,62",2,"Piętro
1/2","balkon, ogródek",garaż/miejsce parkingowe,wtórny,2000,dom,nie,gazowe
192,Najatńsze 4-pok. Stan deweloperski. Powrót>>,"Gdynia, Oksywie, Zielona",485 345 zł,8 086 zł/m²,"60,02",4,"Piętro
1/3","balkon, ogródek, taras",garaż/miejsce parkingowe,wtórny,2022,apartamentowiec,nie,miejskie
193,Powrót do sprzedaży. Mieszkanie z dużym ogródkiem>,"Gdynia, Oksywie, Zielona",515 000 zł,8 651 zł/m²,"59,53",4,"Piętro
parter/3","balkon, ogródek, taras",garaż/miejsce parkingowe,pierwotny,2022,apartamentowiec,nie,zapytaj
194,Gotowe 3-4 pok. już od 480224 zł. 2 miejsca gratis,"Gdynia, Oksywie, Zielona",480 224 zł,10 078 zł/m²,"47,65",3,"Piętro
3/3","balkon, ogródek, taras",garaż/miejsce parkingowe,pierwotny,2022,apartamentowiec,nie,zapytaj
195,2 pokojowe mieszkanie na start - wysoki standard!,"Gdynia, Leszczynki, Morska",385 000 zł,14 259 zł/m²,27,2,"Piętro
5/11",balkon,garaż/miejsce parkingowe,wtórny,1970,blok,tak,zapytaj
196,Nowe Pogórze | bud. B | mieszkanie M13,"Gdynia, Pogórze",500 578 zł,8 450 zł/m²,"59,24",2,"Piętro
1/2",balkon,garaż/miejsce parkingowe,pierwotny,2022,brak,tak,zapytaj
197,Apartamenty 3/4 pokojowe,"Gdynia, Orłowo, ul. Wrocławska 41",1 087 814 zł,13 900 zł/m²,"78,26",4,"Piętro
1/3","balkon, taras",garaż/miejsce parkingowe,pierwotny,2022,kamienica,tak,zapytaj
198,"3 pokoje, kameralna inwestycja M6A","Gdynia, Mały Kack, ul. Olgierda",600 681 zł,12 702 zł/m²,"47,29",3,"Piętro
2/3",zapytaj,garaż/miejsce parkingowe,pierwotny,2022,blok,nie,gazowe
199,Nowe Mieszkanie Solano | M78,"ul. Strzelców, Gdynia, pomorskie",Zapytaj o cenę,,"61,19",2,"Piętro
4",balkon,garaż/miejsce parkingowe,pierwotny,2024,brak,tak,zapytaj
200,Dwupokojowe mieszkanie Działki Leśne,"Gdynia, Śródmieście",499 000 zł,11 089 zł/m²,45,2,"Piętro
2/5",zapytaj,zapytaj,wtórny,1937,kamienica,nie,miejskie
201,Słoneczne i ciche obok lasu i ul. Morskiej,"Gdynia, Cisowa, Zbożowa 13",489 000 zł,8 150 zł/m²,60,3,"Piętro
3/10",balkon,zapytaj,wtórny,1985,blok,tak,miejskie
202,2-pok.mieszkanie po generalnym remoncie,"Gdynia, Chylonia, Chylońska",436 000 zł,11 474 zł/m²,38,2,"Piętro
4/10",balkon,garaż/miejsce parkingowe,wtórny,brak,blok,nie,miejskie
203,Zamieszkaj komfortowo w Orłowie.,"Gdynia, Orłowo, Wrocławska",892 696 zł,13 300 zł/m²,"67,12",4,"Piętro
1/3",balkon,garaż/miejsce parkingowe,wtórny,2022,apartamentowiec,tak,zapytaj
